"177","Тип шпателя.",\N,"091a5ce954b1b83f75698de0f827ed98.png"
"178","Толщина клея.",\N,"8fa25ec3c3c939e1bb0aa3d039914999.png"
"179","STANDARD EN  13888","Улучшенная цементная затирка с повышенной устойчивостью к стиранию и низким водопоглощением.","cd6995165236271ec8365c0356f06ea8.png"
"180","Продукт используемый с водой и % для замеса.",\N,"92764fe7802b32cc4d2f576246abb5be.png"
"181","Ширина швов.",\N,"d6cb41d4abe77ece486fbc2263191d94.png"
"182","Для укладки в бассейнах.",\N,"32110ce084470cd0ae5f1fe8916b8697.png"
"183","Продукт используемый с водой и % для замеса.",\N,"91bd4fc13f3735eb860edab4d1cc3b4a.png"
"184","Для теплых полов.",\N,"9dcf501250d06f5f71ec52c95cfddd66.png"
"185","Для промышленных полов.",\N,"ec667026a92b8d856f8f85ae492f2ce7.png"
"186","Для укладки керамогранита.",\N,"41141dc9719e06ede031a629c69f6aca.png"
"187","Для укладки в бассейнах.",\N,"93e16a3e90521eff3c5ee3f668c9834e.png"
"188","Для фасадной укладки.",\N,"5062e49c93c2a305896c6f0bcf61a288.png"
"189","Для укладки при наложении.",\N,"32daced2d5dc066065dce5831a75a53c.png"
"190","Тип шпателя.",\N,"067caa3dbecf95f27fab75a42b2006ec.png"
"191","Срок годности смеси.",\N,"ab7f84045be53a93148163d775143ca2.png"
"192","Продукт используемый с водой и % для замеса",\N,"cc04bc812d6feb5b5bb3c5eb273e137f.png"
"193","Для промышленных полов.",\N,"37695b90865258877f76e46d26aa54ad.png"
"194","Для теплых полов.",\N,"b9b785ade5eff962c16ebe5f27a73c44.png"
"195","STANDARD EN 14891 ","Гидроизоляционный продукт на цементной основе, способный выдерживать низкие температуры и устойчив по отношению к хлорированной воде.","9a536ffc4c669355f6c788fba86c0806.png"
"196","Кровля крыши. Стены и полы - наружные и внутренние.",\N,"5493d8ea5cecbc929a38433763a08c42.png"
"197","Тип шпателя.",\N,"978832f96907a771e4d6b8020bf1b18e.png"
"198","Продукт используемый с водой и % для замеса.",\N,"4e46ebcde84299d5ffd6d39e91ac6809.jpg"
"199","Реактивный, двухкомпонентный продукт.",\N,"6a7c37c74c6179ec8918e469c40b8b09.jpg"
"200","Биоэкологический стройматериал.",\N,"5eeb6d2cfac5b47dbd938914ded47ffe.jpg"
"201","STANDARD EN 1504-2","Устанавливает требования к идентификации и производству материалов, используемых для защиты и упрочнения поверхности бетона. ","97e99e5c6b9765250fab7cb861175a6a.jpg"
"202","STANDARD EN 1504-2","Стандарт распространяется на следующие способы защиты поверхности: \
- защита от проникновения влаги;\
- контроль влажности;\
- ограничение содержания влаги путем обработки поверхности, покрытия или защитного укрытия.","5841e4d30ee9d3464ebe01404bce17ce.jpg"
"203","Перепад высот.",\N,"3a96983069299190b7ac9e601be8814e.jpg"
"204","Инструмент для замеса.",\N,"027f8c5775c3702d86802ab177d55cd8.jpg"
"205","Тип шпателя.",\N,"75a23487d53b14354d7d955571977fc2.jpg"
"206","Стены внутренние и наружные.",\N,"c8f2c183e54c5fd048ea6977f3b631d0.jpg"
