_attribute_set,attributes,attribute_labels_admin,attribute_labels_default
рулетки,mehanizm_smatyvaniya{1};dlina_lenty{2};shirina_lenty{3};material_lenty{4};zaschitnoe_pokrytie_lenty{5};material_korpusa{6};ves_pribora{7};magnitnyy_zacep{8};stopor_lenty{9};elek_sche_poka{10};tochnost_elektronnyh_pokazaniy{11};tip_displeya{12};funkciya_pamyati{13};obem_pamyati{14};avto_otkl_pri_pros{15};vrem_otkl_pri_pros{16};istochnik_pitaniya{17};diapazon_rabochih_temperatur{18};diapazon_temperatur_hraneniya{19};klass_pribora{20};chehol_v_komplekte{21},механизм сматывания;длина ленты;ширина ленты;материал ленты;защитное покрытие ленты;материал корпуса;вес прибора;магнитный зацеп;стопор ленты;электронный счетчик показаний;точность электронных показаний;тип дисплея;функция памяти;объём памяти;автоматика отключения при простое;время отключения при простое;источник питания;диапазон рабочих температур;диапазон температур хранения;класс прибора;чехол в комплекте,механизм сматывания;длина ленты;ширина ленты;материал ленты;защитное покрытие ленты;материал корпуса;вес прибора;магнитный зацеп;стопор ленты;электронный счетчик показаний;точность электронных показаний;тип дисплея;функция памяти;объём памяти;автоматика отключения при простое;время отключения при простое;источник питания;диапазон рабочих температур;диапазон температур хранения;класс прибора;чехол в комплекте
пирометры,pitanie{1};vremya_raboty_na_odnom_zaryade{2};izmerenie_t_poverhnosti{3};diap_izme_t_pove_{4};toch_izme_t_pove_{5};izme_t_okru_sred{6};diap_izme_t_okru_sred_{7};toch_izme_t_okru_sred_{8};izme_otn_vlaz_vozd{9};diap_izme_otn_vlaz_vozd_{10};toch_izme_otn_vlaz_vozd_{11};raschet_tochki_rosy{12};obnaruzhenie_teplovyh_mostov_{13};tip_pricela{14};klass_lazera{15};dlin_voln_laze_izlu{16};mosc_laze_izlu{17};opticheskoe_razreshenie{18};podsvetka_displeya{19};avto_otkl_pri_pros{20};vrem_otkl_pri_pros{21};diapazon_rabochih_temperatur{22};diapazon_temperatur_hraneniya{23};razmery_pribora_DxShxV_{24};ves_pribora{25};klass_pribora{26};chehol_v_komplekte{27},"питание;время работы на одном заряде;измерение t° поверхности;диапазон измерения (t° поверхности);точность измерения (t° поверхности);измерение t° окружающей среды;диапазон измерения (t° окружающей среды);точность измерения (t° окружающей среды);измерение отн. влажность воздуха;диапазон измерения (отн.влажность воздуха);точность измерения (отн.влажность воздуха);расчет точки росы;обнаружение ""тепловых мостов"";тип прицела;класс лазера;длина волны лазерного излучения;мощность лазерного излучения;оптическое разрешение;подсветка дисплея;автоматика отключения при простое;время отключения при простое;диапазон рабочих температур;диапазон температур хранения;размеры прибора (ДxШxВ);вес прибора;класс прибора;чехол в комплекте","питание;время работы на одном заряде;измерение t° поверхности;диапазон измерения (t° поверхности);точность измерения (t° поверхности);измерение t° окружающей среды;диапазон измерения (t° окружающей среды);точность измерения (t° окружающей среды);измерение отн. влажность воздуха;диапазон измерения (отн.влажность воздуха);точность измерения (отн.влажность воздуха);расчет точки росы;обнаружение ""тепловых мостов"";тип прицела;класс лазера;длина волны лазерного излучения;мощность лазерного излучения;оптическое разрешение;подсветка дисплея;автоматика отключения при простое;время отключения при простое;диапазон рабочих температур;диапазон температур хранения;размеры прибора (ДxШxВ);вес прибора;класс прибора;чехол в комплекте"
курвиметры,cchetchik{1};pitanie{2};podsvetka_displeya{3};razmernost{4};max_znachenie_izmereniya{5};minimalnyy_otschet{6};kolesnaya_baza{7};diametr_kolesa{8};dlina_okruzhnosti_kolesa{9};material_kolesa{10};kolesnyy_tormoz{11};konstrukciya_shtangi{12};material_shtangi{13};material_rukoyatki{14};ves_pribora{15};funkciya_pamyati{16};obem_pamyati{17};funkciya_pauza_{18};avto_otkl_pri_pros{19};vrem_otkl_pri_pros{20};diapazon_rabochih_temperatur{21};diapazon_temperatur_hraneniya{22};chehol_v_komplekte{23},"cчетчик;питание;подсветка дисплея;размерность;max значение измерения;минимальный отсчет;колесная база;диаметр колеса;длина окружности колеса;материал колеса;колесный тормоз;конструкция штанги;материал штанги;материал рукоятки;вес прибора;функция памяти;объём памяти;функция ""пауза"";автоматика отключения при простое;время отключения при простое;диапазон рабочих температур;диапазон температур хранения;чехол в комплекте","cчетчик;питание;подсветка дисплея;размерность;max значение измерения;минимальный отсчет;колесная база;диаметр колеса;длина окружности колеса;материал колеса;колесный тормоз;конструкция штанги;материал штанги;материал рукоятки;вес прибора;функция памяти;объём памяти;функция ""пауза"";автоматика отключения при простое;время отключения при простое;диапазон рабочих температур;диапазон температур хранения;чехол в комплекте"
металлоискатели,pitanie{1};vremya_raboty_na_odnom_zaryade{2};max_glubina_poiska{3};dlina_poiskovogo_sterzhnya{4};diapazon_rabochih_temperatur{5};ZhK_displey{6};regu_chuv_datc{7};regulirovka_gromkosti_signala{8};funkciya_podavleniya_pomeh{9};indikator_silovyh_kabeley{10};zasc_pois_ster_ot_pyli_i_vlag{11};step_zasc_pois_ster{12};zasc_disp_ot_pyli_i_vlag{13};ves_pribora{14};chehol_sumka_v_komplekte{15};keys_v_komplekte{16},питание;время работы на одном заряде;max глубина поиска;длина поискового стержня;диапазон рабочих температур;ЖК-дисплей;регулировка чувствительности датчика;регулировка громкости сигнала;функция подавления помех;индикатор силовых кабелей;защита поискового стержня от пыли и влаги;степень защиты поискового стержня;защита дисплея от пыли и влаги;вес прибора;чехол/сумка в комплекте;кейс в комплекте,питание;время работы на одном заряде;max глубина поиска;длина поискового стержня;диапазон рабочих температур;ЖК-дисплей;регулировка чувствительности датчика;регулировка громкости сигнала;функция подавления помех;индикатор силовых кабелей;защита поискового стержня от пыли и влаги;степень защиты поискового стержня;защита дисплея от пыли и влаги;вес прибора;чехол/сумка в комплекте;кейс в комплекте
теодолиты,tip_pribora{1};pitanie{2};dlina_zritelnoy_truby{3};uvelichenie_zritelnoy_truby{4};diametr_obektiva{5};izobrazhenie{6};ugol_polya_zreniya{7};razreshayuschaya_sposobnost{8};min_fokusnoe_rasstoyanie{9};metod_uglovyh_izmereniy{10};tochnost_uglovyh_izmereniy{11};kompensator{12};diapazon_kompensacii{13};tochnost_kompensacii{14};opticheskiy_centrir{15};uvel_opti_cent{16};ugol_poly_zren_opti_cent{17};diap_foku_opti_cent{18};chuv_cili_urov{19};chuv_krug_urov{20};gorizontalnyy_limb{21};displey{22};podsvetka_displeya{23};panel_upravleniya{24};vozm_usta_na_shta{25};diametr_rezby_pod_shtativ{26};zaschita_ot_pyli_vlagi{27};stepen_zaschity_ot_pyli_vlagi{28};diapazon_rabochih_temperatur{29};klass_pribora{30};razmery_pribora_DhShhV_{31};ves_pribora{32};keys_v_komplekte{33};shtativ_v_komplekte{35},тип прибора;питание;длина зрительной трубы;увеличение зрительной трубы;диаметр объектива;изображение;угол поля зрения;разрешающая способность;min фокусное расстояние;метод угловых измерений;точность угловых измерений;компенсатор;диапазон компенсации;точность компенсации;оптический центрир;увеличение оптического центрира;угол поля зрения оптического центрира;диапазон фокусировки оптического центрира;чувствительность цилиндрического уровня;чувствительность круглого уровня;горизонтальный лимб;дисплей;подсветка дисплея;панель управления;возможность установки на штатив;диаметр резьбы под штатив;защита от пыли влаги;степень защиты от пыли влаги;диапазон рабочих температур;класс прибора;размеры прибора (ДхШхВ);вес прибора;кейс в комплекте;штатив в комплекте,тип прибора;питание;длина зрительной трубы;увеличение зрительной трубы;диаметр объектива;изображение;угол поля зрения;разрешающая способность;min фокусное расстояние;метод угловых измерений;точность угловых измерений;компенсатор;диапазон компенсации;точность компенсации;оптический центрир;увеличение оптического центрира;угол поля зрения оптического центрира;диапазон фокусировки оптического центрира;чувствительность цилиндрического уровня;чувствительность круглого уровня;горизонтальный лимб;дисплей;подсветка дисплея;панель управления;возможность установки на штатив;диаметр резьбы под штатив;защита от пыли влаги;степень защиты от пыли влаги;диапазон рабочих температур;класс прибора;размеры прибора (ДхШхВ);вес прибора;кейс в комплекте;штатив в комплекте
видеоскопы,pitanie{1};napryazhenie{2};emkost_akkumulyatora{3};vremya_raboty_na_odnom_zaryade{4};min_radi_izgi_kabe_kame{5};diametr_golovki_kamery{6};glub_rezk_obek_kame{7};chis_urov_led_osve{8};diagonal_displeya{9};razreshenie_displeya{10};format_videovyhoda{11};avto_otkl_pri_pros{12};vrem_otkl_pri_pros{13};diapazon_rabochih_temperatur{14};diap_temp_hran_bez_akku_{15};otno_vlaz_vozd{16};ves_pribora{17};razmery_pribora_DhShhV_{18};klass_pribora{19};istochnik_pitaniya_v_komplekte{20};keys_v_komplekte{21},питание;напряжение;ёмкость аккумулятора;время работы на одном заряде;min радиус изгиба кабеля камеры;диаметр головки камеры;глубина резкости объектива камеры;число уровней LED освещения;диагональ дисплея;разрешение дисплея;формат видеовыхода;автоматика отключения при простое;время отключения при простое;диапазон рабочих температур;диапазон температур хранения (без аккум.);относительная влажность воздуха;вес прибора;размеры прибора (ДхШхВ);класс прибора;источник питания в комплекте;кейс в комплекте,питание;напряжение;ёмкость аккумулятора;время работы на одном заряде;min радиус изгиба кабеля камеры;диаметр головки камеры;глубина резкости объектива камеры;число уровней LED освещения;диагональ дисплея;разрешение дисплея;формат видеовыхода;автоматика отключения при простое;время отключения при простое;диапазон рабочих температур;диапазон температур хранения (без аккум.);относительная влажность воздуха;вес прибора;размеры прибора (ДхШхВ);класс прибора;источник питания в комплекте;кейс в комплекте
лазерные_приёмники,naznachenie{1};sovmestimost{2};max_rabochiy_diapazon_radius_{3};vysota_zony_priema{4};ugol_priema{5};prinimaemaya_dlina_volny{6};prin_skor_vras{7};stupeni_tochnosti_izmereniya{8};toch_izme_toch_nast_{9};toch_izme_sred_nast_{10};toch_izme_grub_nast_{11};pitanie{12};prodolzhitelnost_raboty{13};avto_otkl_pri_pros{14};vrem_otkl_pri_pros{15};diapazon_rabochih_temperatur{16};diapazon_temperatur_hraneniya{17};zaschita_ot_pyli_vlagi{18};stepen_zaschity_ot_pyli_vlagi{19};razmery_DhShhV_{20};ves{21},"назначение;совместимость;max рабочий диапазон (радиус);высота зоны приёма;угол приема;принимаемая длина волны;принимаемая скорость вращения;ступени точности измерения;точность измерения (""точная"" настройка);точность измерения (""средняя"" настройка);точность измерения (""грубая"" настройка);питание;продолжительность работы;автоматика отключения при простое;время отключения при простое;диапазон рабочих температур;диапазон температур хранения;защита от пыли влаги;степень защиты от пыли влаги;размеры (ДхШхВ);вес","назначение;совместимость;max рабочий диапазон (радиус);высота зоны приёма;угол приема;принимаемая длина волны;принимаемая скорость вращения;ступени точности измерения;точность измерения (""точная"" настройка);точность измерения (""средняя"" настройка);точность измерения (""грубая"" настройка);питание;продолжительность работы;автоматика отключения при простое;время отключения при простое;диапазон рабочих температур;диапазон температур хранения;защита от пыли влаги;степень защиты от пыли влаги;размеры (ДхШхВ);вес"
штативы,material_nozhek{1};regulirovka_rabochey_vysoty{2};min_rabochaya_vysota{3};max_rabochaya_vysota{4};tip_fiksacii_nozhek{5};teleskopicheskaya_stoyka{6};rezba_pod_shtativ{7};tip_shtativnoy_golovki{8};ves{9};klass{10},материал ножек;регулировка рабочей высоты;min рабочая высота;max рабочая высота;тип фиксации ножек;телескопическая стойка;резьба под штатив;тип штативной головки;вес;класс,материал ножек;регулировка рабочей высоты;min рабочая высота;max рабочая высота;тип фиксации ножек;телескопическая стойка;резьба под штатив;тип штативной головки;вес;класс
нивелирные_рейки,material{1};teleskopicheskaya_konstrukciya{2};kol_vo_sekciy{3};min_dlina{4};max_dlina{5};edinicy_izmereniya{6};geodezicheskaya_E_shkala{7};puzyrkovyy_uroven{8};ves{9},материал;телескопическая конструкция;кол-во секций;min длина;max длина;единицы измерения;геодезическая Е-шкала;пузырьковый уровень;вес,материал;телескопическая конструкция;кол-во секций;min длина;max длина;единицы измерения;геодезическая Е-шкала;пузырьковый уровень;вес
штанги,teleskopicheskaya_konstrukciya{1};max_rabochaya_vysota{2};min_rabochaya_vysota{3};rezba_krepleniya_pribora{4};material_shtangi{5};ves{6},телескопическая конструкция;max рабочая высота;min рабочая высота;резьба крепления прибора;материал штанги;вес,телескопическая конструкция;max рабочая высота;min рабочая высота;резьба крепления прибора;материал штанги;вес
вехи,naznachenie{1};material{2};shkala_izmereniy{3};teleskopicheskaya_konstrukciya{4};kol_vo_sekciy{5};min_rabochaya_vysota{6};max_rabochaya_vysota{7};vneshniy_diametr_vnizu{8};vneshniy_diametr_vverhu{9};soedinenie_s_rezboy{10};rezba_krepleniya{11};puzyrkovyy_uroven{12};zaostrennyy_nizhniy_konec{13};ves{14},назначение;материал;шкала измерений;телескопическая конструкция;кол-во секций;min рабочая высота;max рабочая высота;внешний диаметр внизу;внешний диаметр вверху;соединение с резьбой;резьба крепления;пузырьковый уровень;заостренный нижний конец;вес,назначение;материал;шкала измерений;телескопическая конструкция;кол-во секций;min рабочая высота;max рабочая высота;внешний диаметр внизу;внешний диаметр вверху;соединение с резьбой;резьба крепления;пузырьковый уровень;заостренный нижний конец;вес
биподы_триподы,tip_podstavki{1};material{2};min_diametr_veh{3};max_diametr_veh{4};regulirovka_nozhek_po_vysote{5};tip_fiksacii_nozhek{6};ves{7},тип подставки;материал;min диаметр вех;max диаметр вех;регулировка ножек по высоте;тип фиксации ножек;вес,тип подставки;материал;min диаметр вех;max диаметр вех;регулировка ножек по высоте;тип фиксации ножек;вес
отражатели_призмы,tip_prisposobleniya{1};tip_otrazhatelya{2};koli_priz_na_otra{3};postoyannaya_prizmy{4};uglovaya_tochnost_prizmy{5};diametr_prizmy{6};nalichie_derzhatelya{7};vozm_krep_derz{8};tip_krepleniya{9};diametr_rezby{10};material_derzhatelya{11};nalichie_vizirnoy_marki{12};cvet_vizirnoy_marki{13};material_vizirnoy_marki{14};cvet_korpusa_prizmy{15};material_korpusa_prizmy{16};nalichie_vehi{17};nalichie_sumki_chehla{19},тип приспособления;тип отражателя;количество призм на отражателе;постоянная призмы;угловая точность призмы;диаметр призмы;наличие держателя;возможность крепления держателя;тип крепления;диаметр резьбы;материал держателя;наличие визирной марки;цвет визирной марки;материал визирной марки;цвет корпуса призмы;материал корпуса призмы;наличие вехи;наличие сумки/чехла,тип приспособления;тип отражателя;количество призм на отражателе;постоянная призмы;угловая точность призмы;диаметр призмы;наличие держателя;возможность крепления держателя;тип крепления;диаметр резьбы;материал держателя;наличие визирной марки;цвет визирной марки;материал визирной марки;цвет корпуса призмы;материал корпуса призмы;наличие вехи;наличие сумки/чехла
газовые,tip_topliva{1};obem_toplivnoy_emkosti{2};vosplamenenie{3};rashod_topliva{4};max_vremya_goreniya_plameni{5};nasadki_v_komplekte{6};vrem_razo_otkr_ogon_{7};vremya_razogreva_nasadka_{8};temperatura_plameni{9};temperatura_goryachego_vozduha{10};temperatura_rabochey_nasadki{11};regulirovka_plameni{12};material_korpusa{13};keys_futlyar_v_komplekte{14};ves_payalnika{15},тип топлива;объём топливной ёмкости;воспламенение;расход топлива;max время горения пламени;насадки в комплекте;время разогрева (открытый огонь);время разогрева (насадка);температура пламени;температура горячего воздуха;температура рабочей насадки;регулировка пламени;материал корпуса;кейс/футляр в комплекте;вес паяльника,тип топлива;объём топливной ёмкости;воспламенение;расход топлива;max время горения пламени;насадки в комплекте;время разогрева (открытый огонь);время разогрева (насадка);температура пламени;температура горячего воздуха;температура рабочей насадки;регулировка пламени;материал корпуса;кейс/футляр в комплекте;вес паяльника
паяльные_лампы,tip_payalnoy_lampy{1};tip_gazovogo_ballona{2};gazovyy_ballon_v_komplekte{3};toplivo{4};pezopodzhig{5};tip_plameni{6};obem_emkosti_dlya_topliva{7};rashod_topliva{8};max_vremya_goreniya_plameni{9};vrem_razo_zhal_paya_{10};temperatura_otkrytoe_plamya_{11};temperatura_goryachiy_vozduh_{12};temperatura_zhalo_payalnika_{13};vremya_ohlazhdeniya{14};regulyator_urovnya_plameni{15};material_korpusa{16};ves{17};razmer{19},тип паяльной лампы;тип газового баллона;газовый баллон в комплекте;топливо;пъезоподжиг;тип пламени;объем емкости для топлива;расход топлива;max время горения пламени;время разогрева (жало паяльника);температура (открытое пламя);температура (горячий воздух);температура (жало паяльника);время охлаждения;регулятор уровня пламени;материал корпуса;вес;размер,тип паяльной лампы;тип газового баллона;газовый баллон в комплекте;топливо;пъезоподжиг;тип пламени;объем емкости для топлива;расход топлива;max время горения пламени;время разогрева (жало паяльника);температура (открытое пламя);температура (горячий воздух);температура (жало паяльника);время охлаждения;регулятор уровня пламени;материал корпуса;вес;размер
измельчители,tip_izmelchaemogo_materiala{1};rezhuschaya_sistema{2};tip_dvigatelya{3};pitanie_elektrodvigatelya{4};tip_akkumulyatora{5};emkost_akkumulyatora{6};vremya_zaryadki_akkumulyatora{7};napryazhenie{8};chastota_pitayuschey_seti{9};moschnost{10};kol_vo_mehanicheskih_skorostey{11};skorost_holostogo_hoda{12};krutyaschiy_moment{13};max_diametr_izmelchaemyh_vetok{14};max_propusknaya_sposobnost{15};sistema_avtozatyagivaniya{16};funkciya_reversa{17};emkost_dlya_othodov{18};obem_emkosti{19};uroven_shuma{20};ves{21},тип измельчаемого материала;режущая система;тип двигателя;питание электродвигателя;тип аккумулятора;ёмкость аккумулятора;время зарядки аккумулятора;напряжение;частота питающей сети;мощность;кол-во механических скоростей;скорость холостого хода;крутящий момент;max диаметр измельчаемых веток;max пропускная способность;система автозатягивания;функция реверса;ёмкость для отходов;объём ёмкости;уровень шума;вес,тип измельчаемого материала;режущая система;тип двигателя;питание электродвигателя;тип аккумулятора;ёмкость аккумулятора;время зарядки аккумулятора;напряжение;частота питающей сети;мощность;кол-во механических скоростей;скорость холостого хода;крутящий момент;max диаметр измельчаемых веток;max пропускная способность;система автозатягивания;функция реверса;ёмкость для отходов;объём ёмкости;уровень шума;вес
битум,marka{1};naznachenie{2};glubina_pronikaniya_igly_25_S{3};t_razm_po_kolc_i_shar_pri_25_S{4};t_hrupkosti{5};rastyazhimost_pri_25_S{6};rastvorimost{7};izmenenie_massy_posle_progreva{8};t_vspyshki{9};massovaya_dolya_vody{10};massovaya_dolya_parafina{11};indeks_penetracii{12};vodonasyschennost{13};hranenie{14};upakovka_massa_{15};upakovka_obem_{16};dop_dannye{17};primechanie{19},марка;назначение;глубина проникания иглы 25°С;t размягчения по кольцу и шару при 25°С;t хрупкости;растяжимость при 25°С;растворимость;изменение массы после прогрева;t вспышки;массовая доля воды;массовая доля парафина;индекс пенетрации;водонасыщенность;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание,марка;назначение;глубина проникания иглы 25°С;t размягчения по кольцу и шару при 25°С;t хрупкости;растяжимость при 25°С;растворимость;изменение массы после прогрева;t вспышки;массовая доля воды;массовая доля парафина;индекс пенетрации;водонасыщенность;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание
мастики,marka{2};naznachenie{3};teplostoykost{4};t_kaplepadeniya{5};t_razmyagcheniya{6};t_razmyagcheniya_po_KiSh{7};glub_pron_igly_pri_25_S{8};rastyazhimost_pri_25_S{9};diapazon_t_primeneniya{10};temperaturoustoychivost{11};vodonasyschenie{12};t_vspyshki{13};gibkost_pri_t{14};na_sterzhne_d{15};soderzhanie_vody{16};usadka{17};morozostoykost{18};rastvorimost{19};hranenie{20};upakovka_massa_{21};upakovka_obem_{22};dop_dannye{23};primechanie{24},марка;назначение;теплостойкость;t каплепадения;t размягчения;t размягчения по КиШ;глубина проникания иглы при 25°С;растяжимость при 25°С;диапазон t применения;температуроустойчивость;водонасыщение;t вспышки;гибкость при t;на стержне d;содержание воды;усадка;морозостойкость;растворимость;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание,марка;назначение;теплостойкость;t каплепадения;t размягчения;t размягчения по КиШ;глубина проникания иглы при 25°С;растяжимость при 25°С;диапазон t применения;температуроустойчивость;водонасыщение;t вспышки;гибкость при t;на стержне d;содержание воды;усадка;морозостойкость;растворимость;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание
цемент,naznachenie{1};konstistenciya{2};cvet{3};t_pri_nanesenii{4};rashod{5};plotnost{6};vremya_ispolzovaniya{7};vremya_korrektirovki{8};morozostoykost{9};hranenie{10};upakovka_massa_{11};upakovka_obem_{12};dop_dannye{13};primechanie{14},назначение;констистенция;цвет;t при нанесении;расход;плотность;время использования;время корректировки;морозостойкость;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание,назначение;констистенция;цвет;t при нанесении;расход;плотность;время использования;время корректировки;морозостойкость;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание
краски,naznachenie{1};cvet{2};stepen_bleska{3};rashod_obem_{4};rashod_massa_{5};plotnost{6};ustoychivost_k_osadkam{7};gotovnost_k_ekspluatacii{8};t_pri_nanesenii{9};vremya_vysyhaniya{10};hranenie{11};upakovka_massa_{12};upakovka_obem_{13};dop_dannye{14};primechanie{15},назначение;цвет;степень блеска;расход (объем);расход (масса);плотность;устойчивость к осадкам;готовность к эксплуатации;t при нанесении;время высыхания;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание,назначение;цвет;степень блеска;расход (объем);расход (масса);плотность;устойчивость к осадкам;готовность к эксплуатации;t при нанесении;время высыхания;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание
пропитки,naznachenie{1};cvet{2};rashod{3};t_pri_nanesenii{4};vremya_vysyhaniya{5};upakovka_massa_{6};upakovka_obem_{7};hranenie{8};dop_dannye{9};primechanie{10},назначение;цвет;расход;t при нанесении;время высыхания;упаковка (масса);упаковка (объем);хранение;доп. данные;примечание,назначение;цвет;расход;t при нанесении;время высыхания;упаковка (масса);упаковка (объем);хранение;доп. данные;примечание
лаки,naznachenie{1};cvet{2};stepen_bleska{3};rashod_massa_{4};rashod_obem_{5};plotnost{6};vremya_vysyhaniya{7};gotovnost_k_ekspluatacii{8};t_pri_nanesenii{9};hranenie{10};upakovka_massa_{11};upakovka_obem_{12};dop_dannye{13};primechanie{14},назначение;цвет;степень блеска;расход (масса);расход (объем);плотность;время высыхания;готовность к эксплуатации;t при нанесении;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание,назначение;цвет;степень блеска;расход (масса);расход (объем);плотность;время высыхания;готовность к эксплуатации;t при нанесении;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание
магнитные,naznachenie{2};material{3};cvet_torcevoy_planki{4};razm_dlin_shir_tols_{5};torcevaya_planka{6};mezhosevoe_rasstoyanie{7};kol_vo_tochek_zapiraniya{8};kol_vo_oborotov{9};seriya{10};dop_dannye{11},назначение;материал;цвет торцевой планки;размеры (длина/ширина/толщина);торцевая планка;межосевое расстояние;кол-во точек запирания;кол-во оборотов;серия;доп. данные,назначение;материал;цвет торцевой планки;размеры (длина/ширина/толщина);торцевая планка;межосевое расстояние;кол-во точек запирания;кол-во оборотов;серия;доп. данные
лазури,naznachenie{1};cvet{2};stepen_bleska{3};rashod_obem_{4};rashod_massa_{5};plotnost{6};ustoychivost_k_osadkam{7};gotovnost_k_ekspluatacii{8};t_pri_nanesenii{9};vremya_vysyhaniya{10};hranenie{11};upakovka_massa_{12};upakovka_obem_{13};dop_dannye{14};primechanie{15},назначение;цвет;степень блеска;расход (объем);расход (масса);плотность;устойчивость к осадкам;готовность к эксплуатации;t при нанесении;время высыхания;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание,назначение;цвет;степень блеска;расход (объем);расход (масса);плотность;устойчивость к осадкам;готовность к эксплуатации;t при нанесении;время высыхания;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание
декоративные_покрытия,naznachenie{1};konsistenciya{2};cvet{3};stepen_bleska{4};rashod_obem_{5};rashod_massa_{6};plotnost{7};vremya_vysyhaniya{8};t_naneseniya{9};min_t_naneseniya{10};hranenie{11};upakovka_massa_{12};upakovka_obem_{13};dop_dannye{14};primechanie{15},назначение;консистенция;цвет;степень блеска;расход (объем);расход (масса);плотность;время высыхания;t нанесения;min. t нанесения;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание,назначение;консистенция;цвет;степень блеска;расход (объем);расход (масса);плотность;время высыхания;t нанесения;min. t нанесения;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание
эмали,naznachenie{1};cvet{2};stepen_bleska{3};rashod_obem_{4};rashod_massa_{5};plotnost{6};gotovnost_k_ekspluatacii{7};t_pri_nanesenii{8};vremya_vysyhaniya{9};hranenie{10};upakovka_massa_{11};upakovka_obem_{12};dop_dannye{13};primechanie{14},назначение;цвет;степень блеска;расход (объем);расход (масса);плотность;готовность к эксплуатации;t при нанесении;время высыхания;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание,назначение;цвет;степень блеска;расход (объем);расход (масса);плотность;готовность к эксплуатации;t при нанесении;время высыхания;хранение;упаковка (масса);упаковка (объем);доп. данные;примечание
валики,rezervuar_dlya_kraski{1};obem_rezervuara_dlya_kraski{2};plos_pokr_na_odno_zapr{3};sist_regu_post_kras_k_roli{4};podvizhnaya_rabochaya_chast{5};semnyy_rolik{6};kaplesbornik{7};ves{8},резервуар для краски;объём резервуара для краски;площадь покраски на одной заправке;система регулировки поступления краски к ролику;подвижная рабочая часть;съёмный ролик;каплесборник;вес,резервуар для краски;объём резервуара для краски;площадь покраски на одной заправке;система регулировки поступления краски к ролику;подвижная рабочая часть;съёмный ролик;каплесборник;вес
импульсные,sistema_nagreva{1};napryazhenie_pitaniya{2};chastota_pitayuschey_seti{3};potreblyaemaya_moschnost{4};regu_temp_nagr_zhal{5};kol_vo_temperaturnyh_rezhimov{6};min_temperatura_nagreva_zhala{7};max_temperatura_nagreva_zhala{8};vremya_nagreva{9};semnoe_zhalo{10};vstroennaya_podsvetka{11};material_korpusa{12};keys_v_komplekte{13},система нагрева;напряжение питания;частота питающей сети;потребляемая мощность;регулировка температуры нагрева жала;кол-во температурных режимов;min температура нагрева жала;max температура нагрева жала;время нагрева;съемное жало;встроенная подсветка;материал корпуса;кейс в комплекте,система нагрева;напряжение питания;частота питающей сети;потребляемая мощность;регулировка температуры нагрева жала;кол-во температурных режимов;min температура нагрева жала;max температура нагрева жала;время нагрева;съемное жало;встроенная подсветка;материал корпуса;кейс в комплекте
контактные,tip_nagreva{1};sistema_nagreva{2};napryazhenie_pitaniya{3};chastota_pitayuschey_seti{4};potreblyaemaya_moschnost{5};temperatura_nagreva{6};vremya_nagreva{7};forma_payalnogo_zhala{8};semnoe_payalnoe_zhalo{9};material_rukoyatki{10};nalichie_podstavki{11};ves_payalnika{12},тип нагрева;система нагрева;напряжение питания;частота питающей сети;потребляемая мощность;температура нагрева;время нагрева;форма паяльного жала;съемное паяльное жало;материал рукоятки;наличие подставки;вес паяльника,тип нагрева;система нагрева;напряжение питания;частота питающей сети;потребляемая мощность;температура нагрева;время нагрева;форма паяльного жала;съемное паяльное жало;материал рукоятки;наличие подставки;вес паяльника
рожковые,vid{1};kol_vo_v_nabore{2};razmer_zeva{3};material{4};pokrytie{5};dop_komplektaciya_nabora{7},вид;кол-во в наборе;размер зева;материал;покрытие;доп. комплектация набора,вид;кол-во в наборе;размер зева;материал;покрытие;доп. комплектация набора
накидные,vid{1};kol_vo_v_nabore{2};razmer_zeva{3};material{4};pokrytie{5};treschotka{6};dop_komplektaciya_nabora{7},вид;кол-во в наборе;размер зева;материал;покрытие;трещотка;доп. комплектация набора,вид;кол-во в наборе;размер зева;материал;покрытие;трещотка;доп. комплектация набора
разрезные,vid{2};razmer_zeva{3};material{4};pokrytie{5},вид;размер зева;материал;покрытие,вид;размер зева;материал;покрытие
